jahr,hauptgruppe,untergruppe,nfr,thg,thg_agg,emission,quelle,einheit,einheit_lang
2011,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,717.5586895135134,EMIS,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,730.1383642524476,EMIS,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,528.824404172251,EMIS,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,546.4819274853801,EMIS,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,529.9866005830903,EMIS,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,649.2310938864629,EMIS,t/a,Tonnen pro Jahr
2017,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,647.2587412331645,EMIS,t/a,Tonnen pro Jahr
2018,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,724.3940047023883,EMIS,t/a,Tonnen pro Jahr
2019,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,681.2109086351674,EMIS,t/a,Tonnen pro Jahr
2020,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,622.3762518499682,EMIS,t/a,Tonnen pro Jahr
2021,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,597.7172666666667,EMIS,t/a,Tonnen pro Jahr
2022,Industrie,Industrielle Prozesse nichtenergetisch,2,CH4,CO2eq,609.123987301588,EMIS,t/a,Tonnen pro Jahr
1990,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,16492.3527247741,EMIS,t/a,Tonnen pro Jahr
1991,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,15859.983646007462,EMIS,t/a,Tonnen pro Jahr
1992,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,15200.422734955291,EMIS,t/a,Tonnen pro Jahr
1993,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,14493.454539599004,EMIS,t/a,Tonnen pro Jahr
1994,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,13767.68802086059,EMIS,t/a,Tonnen pro Jahr
1995,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,13015.807444447497,EMIS,t/a,Tonnen pro Jahr
1996,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,12246.958770079758,EMIS,t/a,Tonnen pro Jahr
1997,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,11443.921031457428,EMIS,t/a,Tonnen pro Jahr
1998,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,10641.958551517071,EMIS,t/a,Tonnen pro Jahr
1999,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,9856.221383294478,EMIS,t/a,Tonnen pro Jahr
2000,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,9072.679960350544,EMIS,t/a,Tonnen pro Jahr
2001,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,8280.080222122902,EMIS,t/a,Tonnen pro Jahr
2002,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,8169.620259157084,EMIS,t/a,Tonnen pro Jahr
2003,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,8183.960490505733,EMIS,t/a,Tonnen pro Jahr
2004,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,7957.163626566963,EMIS,t/a,Tonnen pro Jahr
2005,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,8037.96638483149,EMIS,t/a,Tonnen pro Jahr
2006,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,7293.947332514708,EMIS,t/a,Tonnen pro Jahr
2007,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,6952.504653952212,EMIS,t/a,Tonnen pro Jahr
2008,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,6972.308124144846,EMIS,t/a,Tonnen pro Jahr
2009,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,6723.456364701111,EMIS,t/a,Tonnen pro Jahr
2010,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,6742.762189801383,EMIS,t/a,Tonnen pro Jahr
2011,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,6743.2932186769,EMIS,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,6524.975947867845,EMIS,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,5616.485176392603,EMIS,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,5705.805777566356,EMIS,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,5452.82272339895,EMIS,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,5070.757157547957,EMIS,t/a,Tonnen pro Jahr
2017,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,4921.682105272886,EMIS,t/a,Tonnen pro Jahr
2018,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,4943.7974578998865,EMIS,t/a,Tonnen pro Jahr
2019,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,4979.752933012803,EMIS,t/a,Tonnen pro Jahr
2020,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,5016.607929937732,EMIS,t/a,Tonnen pro Jahr
2021,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,5055.631500928347,EMIS,t/a,Tonnen pro Jahr
2022,Industrie,Industrielle Prozesse nichtenergetisch,2,N2O,CO2eq,5114.7291597337135,EMIS,t/a,Tonnen pro Jahr
1990,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,3.4223866656622737,EMIS,t/a,Tonnen pro Jahr
1991,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,208.3638206623896,EMIS,t/a,Tonnen pro Jahr
1992,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,2210.759834154216,EMIS,t/a,Tonnen pro Jahr
1993,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,4670.93804186145,EMIS,t/a,Tonnen pro Jahr
1994,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,11486.674006680689,EMIS,t/a,Tonnen pro Jahr
1995,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,34548.565813113615,EMIS,t/a,Tonnen pro Jahr
1996,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,41912.7277249968,EMIS,t/a,Tonnen pro Jahr
1997,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,50608.36777855733,EMIS,t/a,Tonnen pro Jahr
1998,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,63668.06402238753,EMIS,t/a,Tonnen pro Jahr
1999,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,74331.52088820128,EMIS,t/a,Tonnen pro Jahr
2000,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,88254.17326503334,EMIS,t/a,Tonnen pro Jahr
2001,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,101200.36988906657,EMIS,t/a,Tonnen pro Jahr
2002,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,112844.41466454069,EMIS,t/a,Tonnen pro Jahr
2003,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,122885.87517850225,EMIS,t/a,Tonnen pro Jahr
2004,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,134533.94642415474,EMIS,t/a,Tonnen pro Jahr
2005,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,137822.02877589042,EMIS,t/a,Tonnen pro Jahr
2006,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,150709.37068480338,EMIS,t/a,Tonnen pro Jahr
2007,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,161345.52438097264,EMIS,t/a,Tonnen pro Jahr
2008,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,162377.4406264282,EMIS,t/a,Tonnen pro Jahr
2009,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,161661.8817503877,EMIS,t/a,Tonnen pro Jahr
2010,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,166205.15992445932,EMIS,t/a,Tonnen pro Jahr
2011,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,174881.5322140487,EMIS,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,182654.85686247403,EMIS,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,179744.179683058,EMIS,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,183685.9394991748,EMIS,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,187003.74585037687,EMIS,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,180874.92910982308,EMIS,t/a,Tonnen pro Jahr
2017,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,179299.94603529834,EMIS,t/a,Tonnen pro Jahr
2018,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,182678.02229002473,EMIS,t/a,Tonnen pro Jahr
2019,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,173037.60836344105,EMIS,t/a,Tonnen pro Jahr
2020,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,170515.40768549847,EMIS,t/a,Tonnen pro Jahr
2021,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,159193.29174746125,EMIS,t/a,Tonnen pro Jahr
2022,Industrie,Industrielle Prozesse nichtenergetisch,2,HFC,CO2eq,163218.8576941698,EMIS,t/a,Tonnen pro Jahr
1990,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,15915.703597482065,EMIS,t/a,Tonnen pro Jahr
1991,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,13458.147937597138,EMIS,t/a,Tonnen pro Jahr
1992,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,11018.342138190184,EMIS,t/a,Tonnen pro Jahr
1993,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4755.477368842274,EMIS,t/a,Tonnen pro Jahr
1994,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,2880.199617115156,EMIS,t/a,Tonnen pro Jahr
1995,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,2427.4114004880184,EMIS,t/a,Tonnen pro Jahr
1996,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,2810.2411479598763,EMIS,t/a,Tonnen pro Jahr
1997,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,2865.149078037936,EMIS,t/a,Tonnen pro Jahr
1998,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,3196.1976693179877,EMIS,t/a,Tonnen pro Jahr
1999,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4245.138491087251,EMIS,t/a,Tonnen pro Jahr
2000,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,7941.216330411676,EMIS,t/a,Tonnen pro Jahr
2001,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4778.905749611332,EMIS,t/a,Tonnen pro Jahr
2002,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4609.6881797056385,EMIS,t/a,Tonnen pro Jahr
2003,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,9105.771377501085,EMIS,t/a,Tonnen pro Jahr
2004,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,9256.711134597599,EMIS,t/a,Tonnen pro Jahr
2005,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,6306.567310051988,EMIS,t/a,Tonnen pro Jahr
2006,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,7898.240311560629,EMIS,t/a,Tonnen pro Jahr
2007,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,6618.6383077988485,EMIS,t/a,Tonnen pro Jahr
2008,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,5623.21960511264,EMIS,t/a,Tonnen pro Jahr
2009,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4497.963674912176,EMIS,t/a,Tonnen pro Jahr
2010,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4763.6949686230555,EMIS,t/a,Tonnen pro Jahr
2011,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4497.850794225109,EMIS,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4875.062446950453,EMIS,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,3436.4203823947846,EMIS,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,2729.308669560912,EMIS,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,3094.1245974708813,EMIS,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,2373.9966336464126,EMIS,t/a,Tonnen pro Jahr
2017,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,3760.6617591420218,EMIS,t/a,Tonnen pro Jahr
2018,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4208.002763948154,EMIS,t/a,Tonnen pro Jahr
2019,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,3689.879147742257,EMIS,t/a,Tonnen pro Jahr
2020,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,4439.330554461382,EMIS,t/a,Tonnen pro Jahr
2021,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,3637.3257366153425,EMIS,t/a,Tonnen pro Jahr
2022,Industrie,Industrielle Prozesse nichtenergetisch,2,PFC,CO2eq,3293.3496071695995,EMIS,t/a,Tonnen pro Jahr
1990,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,21452.25637486054,EMIS,t/a,Tonnen pro Jahr
1991,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,21796.737113162566,EMIS,t/a,Tonnen pro Jahr
1992,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,22139.056456824834,EMIS,t/a,Tonnen pro Jahr
1993,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,18873.185360660013,EMIS,t/a,Tonnen pro Jahr
1994,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,16736.173462901916,EMIS,t/a,Tonnen pro Jahr
1995,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,14598.495897869045,EMIS,t/a,Tonnen pro Jahr
1996,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,14001.713537131342,EMIS,t/a,Tonnen pro Jahr
1997,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,19233.420254823275,EMIS,t/a,Tonnen pro Jahr
1998,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,23395.63408019435,EMIS,t/a,Tonnen pro Jahr
1999,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,21281.21354879242,EMIS,t/a,Tonnen pro Jahr
2000,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,22913.20056893617,EMIS,t/a,Tonnen pro Jahr
2001,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,22553.836165069217,EMIS,t/a,Tonnen pro Jahr
2002,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,23752.68971137812,EMIS,t/a,Tonnen pro Jahr
2003,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,24233.644906970145,EMIS,t/a,Tonnen pro Jahr
2004,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,26859.814685031808,EMIS,t/a,Tonnen pro Jahr
2005,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,29074.292665041823,EMIS,t/a,Tonnen pro Jahr
2006,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,27861.35023775648,EMIS,t/a,Tonnen pro Jahr
2007,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,25145.893443262063,EMIS,t/a,Tonnen pro Jahr
2008,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,32827.70675735311,EMIS,t/a,Tonnen pro Jahr
2009,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,26339.07313885544,EMIS,t/a,Tonnen pro Jahr
2010,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,22257.36945678886,EMIS,t/a,Tonnen pro Jahr
2011,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,23569.80631922865,EMIS,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,29946.526879322828,EMIS,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,35888.80480549885,EMIS,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,35782.14036087547,EMIS,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,36938.5462030784,EMIS,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,33040.445554254475,EMIS,t/a,Tonnen pro Jahr
2017,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,30959.097558087484,EMIS,t/a,Tonnen pro Jahr
2018,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,23754.842920514293,EMIS,t/a,Tonnen pro Jahr
2019,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,22957.232628024543,EMIS,t/a,Tonnen pro Jahr
2020,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,20139.29049497056,EMIS,t/a,Tonnen pro Jahr
2021,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,16592.45960990271,EMIS,t/a,Tonnen pro Jahr
2022,Industrie,Industrielle Prozesse nichtenergetisch,2,SF6,CO2eq,7188.470117908086,EMIS,t/a,Tonnen pro Jahr
1990,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,606399.6809851977,EMIS,t/a,Tonnen pro Jahr
1991,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,692918.4361705481,EMIS,t/a,Tonnen pro Jahr
1992,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,677248.3489609084,EMIS,t/a,Tonnen pro Jahr
1993,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,612446.7552986551,EMIS,t/a,Tonnen pro Jahr
1994,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,578692.3136275144,EMIS,t/a,Tonnen pro Jahr
1995,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,617063.8033802082,EMIS,t/a,Tonnen pro Jahr
1996,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,626792.2046141686,EMIS,t/a,Tonnen pro Jahr
1997,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,611848.30975551,EMIS,t/a,Tonnen pro Jahr
1998,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,666305.7258250464,EMIS,t/a,Tonnen pro Jahr
1999,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,631706.86076385,EMIS,t/a,Tonnen pro Jahr
2000,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,578201.2266788011,EMIS,t/a,Tonnen pro Jahr
2001,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,612105.952622136,EMIS,t/a,Tonnen pro Jahr
2002,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,565992.768859183,EMIS,t/a,Tonnen pro Jahr
2003,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,577904.746552125,EMIS,t/a,Tonnen pro Jahr
2004,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,576952.4233497055,EMIS,t/a,Tonnen pro Jahr
2005,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,572682.6451275514,EMIS,t/a,Tonnen pro Jahr
2006,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,569642.3091480791,EMIS,t/a,Tonnen pro Jahr
2007,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,522456.35775018873,EMIS,t/a,Tonnen pro Jahr
2008,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,525433.3923661093,EMIS,t/a,Tonnen pro Jahr
2009,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,508907.21498353727,EMIS,t/a,Tonnen pro Jahr
2010,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,527478.360634206,EMIS,t/a,Tonnen pro Jahr
2011,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,442344.0587772009,EMIS,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,451747.5615040207,EMIS,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,462105.47241234855,EMIS,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,385563.2510664856,EMIS,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,393530.0674101609,EMIS,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,395655.6698144939,EMIS,t/a,Tonnen pro Jahr
2017,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,381284.25289855816,EMIS,t/a,Tonnen pro Jahr
2018,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,366058.7766891837,EMIS,t/a,Tonnen pro Jahr
2019,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,371504.9859907732,EMIS,t/a,Tonnen pro Jahr
2020,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,343542.1680572211,EMIS,t/a,Tonnen pro Jahr
2021,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,361379.1266042069,EMIS,t/a,Tonnen pro Jahr
2022,Industrie,Industrielle Prozesse energetisch,1A1/1A2,CO2,CO2eq,308549.270788285,EMIS,t/a,Tonnen pro Jahr
1990,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,63576.497179634855,EMIS,t/a,Tonnen pro Jahr
1991,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,67899.83642203153,EMIS,t/a,Tonnen pro Jahr
1992,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,70988.34945743134,EMIS,t/a,Tonnen pro Jahr
1993,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,72904.6637190517,EMIS,t/a,Tonnen pro Jahr
1994,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,73788.44654245763,EMIS,t/a,Tonnen pro Jahr
1995,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,73640.12347879985,EMIS,t/a,Tonnen pro Jahr
1996,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,72428.04968183138,EMIS,t/a,Tonnen pro Jahr
1997,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,70093.11090317623,EMIS,t/a,Tonnen pro Jahr
1998,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,66802.79930535195,EMIS,t/a,Tonnen pro Jahr
1999,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,63346.20191634016,EMIS,t/a,Tonnen pro Jahr
2000,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,60120.93622618995,EMIS,t/a,Tonnen pro Jahr
2001,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,57200.66553587449,EMIS,t/a,Tonnen pro Jahr
2002,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,54461.372708665214,EMIS,t/a,Tonnen pro Jahr
2003,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,51995.64002127142,EMIS,t/a,Tonnen pro Jahr
2004,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,49762.847230427644,EMIS,t/a,Tonnen pro Jahr
2005,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,47775.074904237736,EMIS,t/a,Tonnen pro Jahr
2006,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,46010.61159963544,EMIS,t/a,Tonnen pro Jahr
2007,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,44474.36566249708,EMIS,t/a,Tonnen pro Jahr
2008,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,43186.30227076844,EMIS,t/a,Tonnen pro Jahr
2009,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,43617.49231456755,EMIS,t/a,Tonnen pro Jahr
2010,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,40675.33162961475,EMIS,t/a,Tonnen pro Jahr
2011,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,42377.07222822183,EMIS,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,39316.28208039818,EMIS,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,37967.32785102078,EMIS,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,36714.974862367584,EMIS,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,37123.94321051846,EMIS,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Prozesse energetisch,1B2,CH4,CO2eq,36422.99638640794,EMIS,t/a,Tonnen pro Jahr
